event_id,bracket,buy_price,buy_time,sell_price,pnl,resolved,approach
10559,0-59,0.065,1714752652.912963,0.0,-1.0,True,xgboost_ev_m08
10559,120-134,0.06,1714752652.912963,0.0,-1.0,True,xgboost_ev_m08
10559,135-149,0.04,1714752652.912963,0.0,-1.0,True,xgboost_ev_m08
10628,0-59,0.0275,1715360639.960883,1.0,35.36363636363637,True,xgboost_ev_m08
10628,120-134,0.052,1715360639.960883,0.0,-0.9999999999999999,True,xgboost_ev_m08
10628,135-149,0.0255,1715360639.960883,0.0,-1.0,True,xgboost_ev_m08
10628,0-59,0.1025,1715641439.960883,1.0,8.75609756097561,True,xgboost_ev_m08
10678,0-54,0.13,1715964559.271905,0.0,-1.0,True,xgboost_ev_m08
10678,95-104,0.06,1715964559.271905,0.0,-1.0,True,xgboost_ev_m08
10764,0-54,0.05,1716569661.970676,1.0,19.0,True,xgboost_ev_m08
10764,0-54,0.1695,1716785661.970676,1.0,4.899705014749262,True,xgboost_ev_m08
10984,40-49,0.085,1717780573.805113,0.0,-1.0,True,xgboost_ev_m08
10984,70-79,0.175,1717780573.805113,1.0,4.714285714285714,True,xgboost_ev_m08
11108,40-49,0.065,1718389278.34871,1.0,14.384615384615385,True,xgboost_ev_m08
11108,90-99,0.095,1718389278.34871,0.0,-1.0,True,xgboost_ev_m08
11108,70-79,0.21,1718410878.34871,0.0,-1.0,True,xgboost_ev_m08
11206,80-89,0.095,1718987775.198072,0.0,-1.0,True,xgboost_ev_m08
11206,90-99,0.05,1718987775.198072,0.0,-1.0,True,xgboost_ev_m08
11312,80-89,0.075,1719593767.561059,0.0,-1.0,True,xgboost_ev_m08
11312,90-99,0.031,1719593767.561059,0.0,-1.0,True,xgboost_ev_m08
11312,70-79,0.195,1719636967.561059,1.0,4.128205128205128,True,xgboost_ev_m08
11312,90-99,0.136,1719939367.561059,0.0,-1.0,True,xgboost_ev_m08
11407,70-79,0.18,1720210248.326639,1.0,4.555555555555555,True,xgboost_ev_m08
11407,80-89,0.08,1720210248.326639,0.0,-1.0,True,xgboost_ev_m08
11407,90-99,0.05,1720210248.326639,0.0,-1.0,True,xgboost_ev_m08
11407,100+,0.0425,1720210248.326639,0.0,-1.0,True,xgboost_ev_m08
11479,40-49,0.085,1720804370.255582,0.0,-1.0,True,xgboost_ev_m08
11479,90-99,0.07,1720804370.255582,0.0,-1.0,True,xgboost_ev_m08
11479,100+,0.04,1720804370.255582,1.0,24.0,True,xgboost_ev_m08
11479,100+,0.15,1720977170.255582,1.0,5.666666666666667,True,xgboost_ev_m08
11619,0-59,0.04,1721414318.936739,0.0,-1.0,True,xgboost_ev_m08
11619,70-79,0.095,1721414318.936739,0.0,-1.0,True,xgboost_ev_m08
11619,80-89,0.095,1721414318.936739,0.0,-1.0,True,xgboost_ev_m08
11725,70-79,0.17,1722015285.507454,0.0,-1.0,True,xgboost_ev_m08
11725,100-109,0.1,1722015285.507454,0.0,-1.0,True,xgboost_ev_m08
11820,0-59,0.06,1722620584.897449,0.0,-1.0,True,xgboost_ev_m08
11820,70-79,0.115,1722620584.897449,0.0,-1.0,True,xgboost_ev_m08
11820,80-89,0.11,1722620584.897449,1.0,8.090909090909092,True,xgboost_ev_m08
11820,90-99,0.105,1722620584.897449,0.0,-1.0,True,xgboost_ev_m08
11820,100-109,0.1,1722620584.897449,0.0,-1.0,True,xgboost_ev_m08
11820,120-129,0.14,1722750184.897449,0.0,-1.0,True,xgboost_ev_m08
11955,0-59,0.07,1723221298.531494,0.0,-1.0,True,xgboost_ev_m08
