event_id,bracket,buy_price,buy_time,sell_price,pnl,resolved,approach
10559,60-74,0.255,1714839052.912963,0.0,-1.0,True,momentum
10559,75-89,0.33,1714839052.912963,0.0,-1.0,True,momentum
10559,90-104,0.24,1714839052.912963,1.0,3.166666666666667,True,momentum
10559,105-119,0.155,1714882252.912963,0.0,-1.0,True,momentum
10559,120-134,0.095,1714882252.912963,0.0,-1.0,True,momentum
10559,135-149,0.048,1714882252.912963,0.0,-1.0,True,momentum
10559,0-59,0.0195,1714925452.912963,0.0,-1.0,True,momentum
10559,0-59,0.055,1714968652.912963,0.0,-1.0,True,momentum
10628,75-89,0.3,1715447039.960883,0.0,-1.0,True,momentum
10628,90-104,0.335,1715447039.960883,0.0,-1.0,True,momentum
10628,0-59,0.043,1715533439.960883,1.0,22.255813953488374,True,momentum
10628,60-74,0.18,1715533439.960883,0.0,-0.9999999999999999,True,momentum
10628,0-59,0.1025,1715619839.960883,1.0,8.75609756097561,True,momentum
10628,105-119,0.0185,1715749439.960883,0.0,-1.0,True,momentum
10628,0-59,0.205,1715792639.960883,1.0,3.8780487804878048,True,momentum
10678,85-94,0.19,1716050959.271905,0.0,-1.0,True,momentum
10678,95-104,0.15,1716050959.271905,0.0,-1.0,True,momentum
10678,105-114,0.1145,1716050959.271905,0.0,-0.9999999999999999,True,momentum
10678,0-54,0.0375,1716094159.271905,0.0,-1.0,True,momentum
10678,65-74,0.185,1716094159.271905,0.0,-1.0,True,momentum
10678,75-84,0.205,1716094159.271905,1.0,3.8780487804878048,True,momentum
10678,55-64,0.08,1716137359.271905,0.0,-1.0,True,momentum
10678,55-64,0.165,1716439759.271905,0.0,-1.0,True,momentum
10764,0-54,0.041,1716699261.970676,1.0,23.390243902439025,True,momentum
10764,0-54,0.1695,1716785661.970676,1.0,4.899705014749262,True,momentum
10825,0-39,0.0545,1717301777.311648,0.0,-1.0,True,momentum
10984,40-49,0.11,1717866973.805113,0.0,-1.0,True,momentum
10984,50-59,0.17,1717866973.805113,0.0,-1.0,True,momentum
10984,60-69,0.195,1717866973.805113,0.0,-1.0,True,momentum
10984,0-39,0.065,1717910173.805113,0.0,-1.0,True,momentum
10984,70-79,0.23,1717910173.805113,1.0,3.3478260869565215,True,momentum
10984,80-89,0.185,1717953373.805113,0.0,-1.0,True,momentum
10984,90-99,0.09,1717953373.805113,0.0,-0.9999999999999999,True,momentum
11108,0-39,0.075,1718454078.34871,0.0,-1.0,True,momentum
11108,40-49,0.155,1718454078.34871,1.0,5.451612903225807,True,momentum
11108,50-59,0.215,1718454078.34871,0.0,-1.0,True,momentum
11108,60-69,0.26,1718497278.34871,0.0,-1.0,True,momentum
11108,70-79,0.21,1718497278.34871,0.0,-1.0,True,momentum
11108,80-89,0.105,1718497278.34871,0.0,-1.0,True,momentum
11206,0-39,0.05,1719074175.198072,0.0,-1.0,True,momentum
11206,40-49,0.15,1719074175.198072,0.0,-1.0,True,momentum
11206,50-59,0.28,1719074175.198072,1.0,2.571428571428571,True,momentum
11206,80-89,0.07,1719117375.198072,0.0,-1.0,True,momentum
11206,0-39,0.1055,1719160575.198072,0.0,-1.0,True,momentum
11206,40-49,0.32,1719203775.198072,0.0,-1.0,True,momentum
11206,0-39,0.255,1719246975.198072,0.0,-1.0,True,momentum
11206,60-69,0.055,1719333375.198072,0.0,-1.0,True,momentum
11206,70-79,0.0215,1719462975.198072,0.0,-1.0,True,momentum
11206,60-69,0.165,1719549375.198072,0.0,-1.0,True,momentum
11312,60-69,0.29,1719680167.561059,0.0,-1.0,True,momentum
11312,70-79,0.25,1719680167.561059,1.0,3.0,True,momentum
11312,80-89,0.12,1719680167.561059,0.0,-1.0,True,momentum
11312,90-99,0.036,1719680167.561059,0.0,-1.0,True,momentum
11312,0-39,0.024,1719723367.561059,0.0,-1.0,True,momentum
11312,40-49,0.085,1719723367.561059,0.0,-1.0,True,momentum
11312,50-59,0.24,1719723367.561059,0.0,-1.0,True,momentum
11312,90-99,0.1445,1719852967.561059,0.0,-1.0,True,momentum
11407,60-69,0.29,1720275048.326639,0.0,-1.0,True,momentum
11407,70-79,0.23,1720275048.326639,1.0,3.3478260869565215,True,momentum
11407,80-89,0.15,1720275048.326639,0.0,-1.0,True,momentum
11407,0-39,0.1205,1720361448.326639,0.0,-1.0,True,momentum
11407,40-49,0.275,1720361448.326639,0.0,-1.0,True,momentum
11407,50-59,0.315,1720361448.326639,0.0,-1.0,True,momentum
11407,90-99,0.021,1720404648.326639,0.0,-0.9999999999999999,True,momentum
11407,100+,0.011,1720491048.326639,0.0,-1.0,True,momentum
11479,70-79,0.305,1720890770.255582,0.0,-1.0,True,momentum
11479,80-89,0.2,1720890770.255582,0.0,-1.0,True,momentum
11479,90-99,0.085,1720890770.255582,0.0,-1.0,True,momentum
11479,100+,0.0485,1720933970.255582,1.0,19.618556701030926,True,momentum
11479,60-69,0.125,1720977170.255582,0.0,-1.0,True,momentum
11479,90-99,0.2,1720977170.255582,0.0,-1.0,True,momentum
11479,100+,0.15,1720977170.255582,1.0,5.666666666666667,True,momentum
11619,0-59,0.0625,1721479118.936739,0.0,-1.0,True,momentum
11619,60-69,0.1,1721479118.936739,0.0,-1.0,True,momentum
11619,100-109,0.155,1721522318.936739,1.0,5.451612903225807,True,momentum
